Site,Date,Nutrients,Herbivory,Plot,Replicate,Species,Unique_ID,TH,Thickness,TS,Toughness,P_calcification,DW:WW,WW:TH,SA:V,SA:WW
JetSki,2025-05-01T00:00:00Z,H,H,13,18,Turbinaria,JS-13.18-Turb-Q,12.9,0.1,0.001,52.09,0,0.15069967707212056,0.7201550387596899,7.8307105777777775,7.586264284176535
JetSki,2025-05-01T00:00:00Z,H,H,13,19,Turbinaria,JS-13.19-Turb-R,6.3,0.15,1.8,47.25,0,0.07755102040816327,0.38888888888888895,10.21279412,8.336974791836735
JetSki,2025-05-01T00:00:00Z,H,H,13,20,Turbinaria,JS-13.20-Turb-S,7.1,0.075,2.1,33.96,0,0.12204724409448818,0.35774647887323946,13.057244465,10.281294854330708
JetSki,2025-05-01T00:00:00Z,H,H,13,21,Turbinaria,JS-13.21-Turb-T,1.8,0.08,1.2,26.49,0,0.11971830985915495,0.7888888888888889,6.230243653333333,6.581243295774648
JetSki,2025-05-01T00:00:00Z,H,H,13,22,Turbinaria,JS-13.22-Turb-U,6.3,0.09,1.36,35.49,0,0.16,0.19841269841269843,13.76453915,11.01163132
JetSki,2025-05-01T00:00:00Z,H,H,13,23,Turbinaria,JS-13.23-Turb-V,15.6,0.09,1.44,49.74,0,0.17222222222222222,0.576923076923077,9.19243100375,8.171049781111112
JetSki,2025-05-01T00:00:00Z,H,H,13,24,Turbinaria,JS-13.24-Turb-W,15.3,0.12,2.94,43.69,0,0.15724137931034482,0.9477124183006536,5.710583056153846,5.119833084827586
JetSki,2025-05-01T00:00:00Z,H,H,13,25,Turbinaria,JS-13.25-Turb-X,16.5,0.11,1.88,52.27,0,0.16044399596367306,0.6006060606060606,8.477452027777778,7.698997805247225
West,2025-05-02T00:00:00Z,L,H,29,1,Turbinaria,W-29.01-Turb-A,18.7,0.13,3.2,41.57,0,0.1298828125,1.095187165775401,7.597127345833333,4.451441804199218
West,2025-05-02T00:00:00Z,L,H,29,2,Turbinaria,W-29.02-Turb-B,8.9,0.11,3.1,42.53,0,0.1344717182497332,1.0528089887640448,12.094084517999999,6.453620340448239
West,2025-05-02T00:00:00Z,L,H,29,3,Turbinaria,W-29.03-Turb-C,8.3,0.13,2.64,45.81,0,0.16167664670658685,0.6036144578313252,8.825257362,8.807642077844312
West,2025-05-02T00:00:00Z,L,H,29,4,Turbinaria,W-29.04-Turb-D,6.1,0.11,2.34,41.47,0,0.1346153846153846,0.42622950819672134,10.655235085,8.19633468076923
West,2025-05-02T00:00:00Z,L,H,29,5,Halimeda,W-29.05-Hali-A,5.3,0.1,1.35,19.56,72.72727272727273,0.2533333333333334,0.44528301886792454,6.268509629629629,7.968444444444444
West,2025-05-02T00:00:00Z,L,H,29,6,Halimeda,W-29.06-Hali-B,6.6,0.06,2.4,16.62,68.18181818181817,0.1761565836298932,2.1545454545454548,18.764327402135233,11.876156583629893
West,2025-05-02T00:00:00Z,L,H,29,7,Halimeda,W-29.07-Hali-C,8.1,0.09,2.28,16.38,66.66666666666666,0.2866666666666666,3.588888888888889,1.6365051778242676,1.1259065550906555
West,2025-05-02T00:00:00Z,L,H,29,8,Halimeda,W-29.08-Hali-D,3.9,0.08,1.52,14.72,66.66666666666666,0.31386861313868614,0.7487179487179487,13.111936739659368,13.47116788321168
West,2025-05-02T00:00:00Z,L,H,29,9,Turbinaria,W-29.09-Turb-E,4.4,0.11,2.4,42.82,0,0.1258741258741259,0.32499999999999996,8.906415175,12.45652472027972
West,2025-05-02T00:00:00Z,L,H,29,10,Turbinaria,W-29.10-Turb-F,3.7,0.12,2.1,43.27,0,0.3684210526315789,0.25675675675675674,7.888888219,8.304092862105264
West,2025-05-02T00:00:00Z,L,H,29,11,Amansia,W-29.11-Aman-A,1.6,0.0025,1.2,98.25,0,0.1326530612244898,0.6124999999999999,12.409999999999998,18.99489795918367
West,2025-05-02T00:00:00Z,L,H,29,12,Amansia,W-29.12-Aman-B,7.1,0.0025,2.58,91.28,0,0.22318840579710145,0.48591549295774655,28.483999999999998,24.76869565217391
West,2025-05-02T00:00:00Z,L,H,29,13,Galaxaura,W-29.13-Gal-A,4.9,0.16,4,81.25,53.846153846153854,0.2224926971762415,4.244897959183674,13.321181434599158,9.606621226874392
West,2025-05-02T00:00:00Z,L,H,29,14,Caulerpa,W-29.14-Caule-A,3.4,0.1,0.36,13.03,0,0.07441471571906354,3.51764705882353,5.801769230769231,6.3062709030100335
West,2025-05-02T00:00:00Z,L,H,29,15,Caulerpa,W-29.15-Caule-B,6.5,0.09,0.56,11.12,0,0.09885931558935362,1.2138461538461538,13.238166666666666,10.06704689480355
West,2025-05-02T00:00:00Z,L,H,29,16,Turbinaria,W-29.16-Turb-G,4.4,0.09,1.72,31.36,0,0.15789473684210528,0.25909090909090904,5.97426203,10.481161456140352
West,2025-05-02T00:00:00Z,L,H,29,17,Halimeda,W-29.17-Hali-E,4.8,0.12,1.36,10.72,52.94117647058824,0.19028340080971656,0.5854166666666667,9.264278002699056,9.890688259109313
West,2025-05-02T00:00:00Z,L,H,29,18,Amansia,W-29.18-Aman-C,3.9,0.0025,3.2,50.85,0,0.13274336283185842,0.5794871794871794,43.195,19.11283185840708
West,2025-05-02T00:00:00Z,L,H,29,19,Halimeda,W-29.19-Hali-F,5.7,0.12,2.82,10.72,50,0.3006535947712418,0.8192982456140351,14.202633260711693,9.123747276688453
West,2025-05-02T00:00:00Z,L,H,29,20,Caulerpa,W-29.20-Caule-C,2.5,0.11,0.45,10.72,0,0.11228070175438597,1.1400000000000001,8.139333333333333,8.567719298245613
West,2025-05-02T00:00:00Z,L,H,29,21,Turbinaria,W-29.21-Turb-H,5.3,0.135,2.15,38.79,0,0.14201183431952663,0.31886792452830187,9.898343966666667,8.785512396449704
West,2025-05-02T00:00:00Z,L,H,29,22,Turbinaria,W-29.22-Turb-I,3.1,0.105,1.48,57.62,0,0.15789473684210528,0.18387096774193545,7.648032782,13.417601371929825
West,2025-05-02T00:00:00Z,L,H,29,23,Turbinaria,W-29.23-Turb-J,4.4,0.16,2,45.37,0,0.15217391304347827,0.20909090909090908,12.28188195,13.34987168478261
West,2025-05-02T00:00:00Z,L,H,29,24,Caulerpa,W-29.24-Caule-D,1.6,0.05,0.5,15.34,0,0.19999999999999998,0.5625,7.5377777777777775,15.075555555555555
West,2025-05-02T00:00:00Z,L,H,29,25,Halimeda,W-29.25-Hali-G,4.3,0.11,0.75,27.95,58.82352941176471,0.20779220779220756,0.21860465116279068,8.897038961038962,9.464935064935068
Hilton,2025-05-06T00:00:00Z,L,L,26,1,Turbinaria,H-26.01-Turb-A,17.9,0.13,2.7,36.15,0,0.15081967213114753,1.022346368715084,3.5170929699999998,3.459435708196721
Hilton,2025-05-06T00:00:00Z,L,L,26,2,Turbinaria,H-26.02-Turb-B,14.1,0.14,2.76,50.7,0,0.13697403760071622,0.7921985815602837,5.966233515,5.341301266786034
Hilton,2025-05-06T00:00:00Z,L,L,26,3,Turbinaria,H-26.03-Turb-C,10.5,0.11,1.98,61.04,0,0.13693693693693695,0.5285714285714286,5.637195318333333,6.094265209009009
Hilton,2025-05-06T00:00:00Z,L,L,26,4,Turbinaria,H-26.04-Turb-D,20.6,0.115,3,105.4,0,0.14189886480908154,0.9407766990291261,5.021495976842106,4.923035271413829
Hilton,2025-05-06T00:00:00Z,L,L,26,5,Turbinaria,H-26.05-Turb-E,5.5,0.08,2.46,49.38,0,0.1416666666666667,0.43636363636363634,6.733480255,5.611233545833334
Hilton,2025-05-06T00:00:00Z,L,L,26,6,Turbinaria,H-26.06-Turb-F,6.3,0.14,1.98,46.42,0,0.14285714285714288,0.47777777777777775,4.882932582857143,5.677828584717608
Hilton,2025-05-06T00:00:00Z,L,L,26,7,Turbinaria,H-26.07-Turb-G,24.1,0.13,2.6,57.58,0,0.16464535097390667,1.129045643153527,5.3451379615384615,5.107445314222712
Hilton,2025-05-06T00:00:00Z,L,L,26,8,Turbinaria,H-26.08-Turb-H,15.3,0.11,3,64.94,0,0.17061021170610213,1.049673202614379,4.341288348125,4.325069338107099
Hilton,2025-05-06T00:00:00Z,L,L,26,9,Halimeda,H-26.09-Hali-A,6.4,0.12,0.84,164.74,66.66666666666666,0.38755980861244016,0.34531249999999997,15.059722488038277,10.221531100478469
Hilton,2025-05-06T00:00:00Z,L,L,26,10,Halimeda,H-26.10-Hali-B,11.7,0.12,0.88,95.71,70,0.5156950672645739,0.3982905982905983,11.978428998505235,7.7114349775784765
Hilton,2025-05-06T00:00:00Z,L,L,26,11,Halimeda,H-26.11-Hali-C,6.9,0.11,0.78,122.02,72.09302325581396,0.4279069767441861,0.6855072463768116,8.78295,7.427441860465115
Hilton,2025-05-06T00:00:00Z,L,L,26,12,Halimeda,H-26.12-Hali-D,4,0.12,1.04,41.81,66.66666666666667,0.44957983193277334,1.2725,15.15130462184874,8.930042016806723
Hilton,2025-05-06T00:00:00Z,L,L,26,13,Halimeda,H-26.13-Hali-E,4.9,0.07,0.89,54.3,71.42857142857143,0.5608108108108107,0.34489795918367344,11.373243243243243,10.094594594594595
Hilton,2025-05-06T00:00:00Z,L,L,26,14,Halimeda,H-26.14-Hali-F,3.8,0.06,0.28,25.17,91.66666666666667,0.41346153846153827,0.30526315789473685,14.504461538461536,12.503846153846153
Hilton,2025-05-06T00:00:00Z,L,L,26,15,Dictyota,H-26.15-Dicty-A,3.3,0.02,0.11,37.3,0,0.1623931623931624,0.7090909090909091,24.84,26.53846153846154
Hilton,2025-05-06T00:00:00Z,L,L,26,16,Dictyota,H-26.16-Dicty-B,3.4,0.02,0.26,45.68,0,0.11910112359550562,1.3088235294117647,26.608,23.917303370786517
Hilton,2025-05-06T00:00:00Z,L,L,26,17,Dictyota,H-26.17-Dicty-C,4.2,0.0025,0.27,10.72,0,0.1165644172,3.102380952380952,33.29444785276074,35.77300613496933
Hilton,2025-05-06T00:00:00Z,L,L,26,18,Halimeda,H-26.18-Hali-G,3.9,0.11,1.12,28.2,69.56521739130434,0.22707423580786026,0.6461538461538462,12.18183406113537,9.668122270742357
Hilton,2025-05-06T00:00:00Z,L,L,26,19,Turbinaria,H-26.19-Turb-I,14.8,0.11,1.68,35.99,0,0.15191740412979352,0.4581081081081081,8.614945188,6.353204415929203
Hilton,2025-05-06T00:00:00Z,L,L,26,20,Turbinaria,H-26.20-Turb-J,9.2,0.07,1.8,39.21,0,0.13492063492063494,0.5478260869565218,8.456120226666666,5.033404896825396
Hilton,2025-05-06T00:00:00Z,L,L,26,21,Halimeda,H-26.21-Hali-H,5.2,0.11,0.94,47.49,60,0.46874999999999983,0.42692307692307696,11.243953125,10.1296875
Hilton,2025-05-06T00:00:00Z,L,L,26,22,Halimeda,H-26.22-Hali-I,3,0.13,1.32,21.22,70,0.3243243243243242,0.5266666666666667,14.112175675675674,8.931756756756755
Hilton,2025-05-06T00:00:00Z,L,L,26,23,Halimeda,H-26.23-Hali-J,3.9,0.05,0.57,29.66,75,0.43478260869565194,0.18717948717948718,21.081130434782608,14.439130434782609
Hilton,2025-05-06T00:00:00Z,L,L,26,24,Turbinaria,H-26.24-Turb-K,6.8,0.09,1.74,47.71,0,0.12979351032448377,0.4985294117647059,15.09098938,4.451619286135693
Hilton,2025-05-06T00:00:00Z,L,L,26,25,Turbinaria,H-26.25-Turb-L,15.4,0.1,2.3,33.65,0,0.14803625377643503,0.8597402597402597,7.425677836,5.608518003021148
Church,2025-05-07T00:00:00Z,H,L,17,1,Sargassum,OC-17.01-Sarg-A,19,0.005,4.65,43.73,0,0.14614121510673228,2.2321052631578944,18.145471170537178,14.97504105090312
Church,2025-05-07T00:00:00Z,H,L,17,2,Sargassum,OC-17.02-Sarg-B,4.2,0.005,1.5,24.1,0,0.18518518518518517,0.0642857142857143,48.66,36.04444444444444
Church,2025-05-07T00:00:00Z,H,L,17,3,Padina,OC-17.03-Pad-A,5.8,0.005,0.94,59.39,28.571428571428577,0.23121387283236988,0.3103448275862069,11.35820809248555,12.620231213872833
Church,2025-05-07T00:00:00Z,H,L,17,4,Padina,OC-17.04-Pad-B,9.1,0.005,1.04,34.68,25.000000000000007,0.155893536121673,0.5868131868131868,40.47821520912548,37.90095057034221
Church,2025-05-07T00:00:00Z,H,L,17,5,Padina,OC-17.05-Pad-C,17.4,0.005,0.88,40.78,18.181818181818183,0.16820512820512823,1.1270114942528737,22.611436205128204,17.295846153846153
Church,2025-05-07T00:00:00Z,H,L,17,6,Padina,OC-17.06-Pad-D,10.1,0.005,0.46,61.87,30.769230769230777,0.18644067796610164,0.24653465346534656,7.676374576271185,15.414406779661013
Church,2025-05-07T00:00:00Z,H,L,17,7,Padina,OC-17.07-Pad-E,10.3,0.01,1.2,57.01,18.181818181818183,0.13463098134630982,1.207766990291262,32.00328726682887,25.72611516626115
Church,2025-05-07T00:00:00Z,H,L,17,8,Padina,OC-17.08-Pad-F,9.3,0.01,1.24,41.14,27.777777777777775,0.13717948717948716,0.8580645161290322,42.64225538461538,26.718205128205124
Church,2025-05-07T00:00:00Z,H,L,17,9,Sargassum,OC-17.09-Sarg-C,9.9,0.005,1.5,20.72,0,0.1818181818181818,0.13333333333333333,23.342,35.36666666666666
Church,2025-05-07T00:00:00Z,H,L,17,10,Padina,OC-17.10-Pad-G,5,0.005,0.345,59.77,66.66666666666666,0.2888888888888887,0.096,30.093333333333334,50.155555555555566
Church,2025-05-07T00:00:00Z,H,L,17,11,Padina,OC-17.11-Pad-H,10.5,0.005,0.96,54.28,13.333333333333327,0.13692946058091285,0.9323809523809523,17.01304473547718,13.902385892116186
Church,2025-05-07T00:00:00Z,H,L,17,12,Turbinaria,OC-17.12-Turb-A,5.9,0.055,0.6,25.09,0,0.1931034482758621,0.24576271186440676,4.6456301365,6.407765705517242
Church,2025-05-07T00:00:00Z,H,L,17,13,Turbinaria,OC-17.13-Turb-B,15,0.075,1.86,53.49,0,0.16745655608214852,0.422,8.558396519999999,6.760186824644549
Church,2025-05-07T00:00:00Z,H,L,17,14,Padina,OC-17.14-Pad-I,9.5,0.01,1.6,24.65,25.000000000000007,0.15551181102362208,0.5431578947368422,28.70016377952756,27.81023622047244
Church,2025-05-07T00:00:00Z,H,L,17,15,Padina,OC-17.15-Pad-J,8.8,0.005,1.64,42.65,18.75,0.12871287128712872,0.2477272727272727,12.399559405940593,11.375742574257425
Church,2025-05-07T00:00:00Z,H,L,17,16,Padina,OC-17.16-Pad-K,7.2,0.005,1.52,38.53,28.571428571428577,0.215686274509804,0.22222222222222224,17.053071895424836,10.658169934640522
Church,2025-05-07T00:00:00Z,H,L,17,17,Padina,OC-17.17-Pad-L,5.4,0.01,0.4,48.96,7.142857142857148,0.393939393939394,0.14814814814814814,34.971717171717174,26.22878787878788
Church,2025-05-07T00:00:00Z,H,L,17,18,Padina,OC-17.18-Pad-M,7.7,0.01,0.15,27.59,30.769230769230777,0.16107382550335553,0.2103896103896104,27.239375838926176,33.62885906040268
Church,2025-05-07T00:00:00Z,H,L,17,19,Turbinaria,OC-17.19-Turb-C,13.9,0.09,1.98,53.72,0,0.172147001934236,0.37194244604316545,3.6396461554545456,7.743927990328821
Church,2025-05-07T00:00:00Z,H,L,17,20,Turbinaria,OC-17.20-Turb-D,3.6,0.03,0.92,23.49,0,0.20408163265306123,0.1361111111111111,16.637351095,13.581511097959183
West,2025-05-08T00:00:00Z,L,H,22,1,Turbinaria,W-22.01-Turb-A,10.4,0.11,1.86,38.41,0,0.13309352517985612,0.2673076923076923,9.178250205,13.206115402877698
West,2025-05-08T00:00:00Z,L,H,22,2,Turbinaria,W-22.02-Turb-B,15.4,0.09,2.16,49.13,0,0.17922457937088515,0.8876623376623376,4.182790635625,4.895731541331383
West,2025-05-08T00:00:00Z,L,H,22,3,Turbinaria,W-22.03-Turb-C,6.5,0.07,1.32,48.22,0,0.11650485436893203,0.15846153846153846,8.685631023,8.432651478640775
West,2025-05-08T00:00:00Z,L,H,22,4,Turbinaria,W-22.04-Turb-D,16.7,0.09,1.98,58.53,0,0.13717128642501777,0.8425149700598803,4.934076962142858,4.909529315565032
West,2025-05-08T00:00:00Z,L,H,22,5,Turbinaria,W-22.05-Turb-E,11.5,0.1,1.56,41.47,0,0.1382488479262673,0.3773913043478261,5.783148476666667,7.995136142857143
West,2025-05-08T00:00:00Z,L,H,22,6,Turbinaria,W-22.06-Turb-F,15.4,0.085,3,47.15,0,0.14773776546629733,0.7032467532467532,4.941812511,4.563077110803324
West,2025-05-08T00:00:00Z,L,H,22,7,Turbinaria,W-22.07-Turb-G,14.1,0.095,2.4,40.99,0,0.14316239316239315,0.9957446808510638,5.290732916666667,5.652492432336183
West,2025-05-08T00:00:00Z,L,H,22,8,Turbinaria,W-22.08-Turb-H,16,0.09,2.82,41.17,0,0.13989637305699482,1.085625,2.4339489085,2.802474275762809
West,2025-05-08T00:00:00Z,L,H,22,9,Turbinaria,W-22.09-Turb-I,4.9,0.045,1.8,33.73,0,0.15189873417721517,0.16122448979591836,5.852307148,7.40798373164557
West,2025-05-08T00:00:00Z,L,H,22,10,Turbinaria,W-22.10-Turb-J,15.3,0.05,3,46.11,0,0.13984674329501917,0.6823529411764705,3.592585732,3.441174072796935
West,2025-05-08T00:00:00Z,L,H,22,11,Turbinaria,W-22.11-Turb-K,15.4,0.08,3.1,50,0,0.14461538461538462,0.6331168831168831,4.641194091666667,5.712238882051282
West,2025-05-08T00:00:00Z,L,H,22,12,Turbinaria,W-22.12-Turb-L,15.6,0.11,3,60.02,0,0.14860681114551083,0.8282051282051283,4.459316238666667,5.177224735294118
West,2025-05-08T00:00:00Z,L,H,22,13,Turbinaria,W-22.13-Turb-M,18.9,0.09,2.82,70.75,0,0.13304721030042918,0.7396825396825397,6.090723090909091,4.792414449213161
West,2025-05-08T00:00:00Z,L,H,22,14,Turbinaria,W-22.14-Turb-N,10.8,0.13,2.6,49.62,0,0.13095238095238096,0.4666666666666666,6.621953714,6.569398525793651
West,2025-05-08T00:00:00Z,L,H,22,15,Turbinaria,W-22.15-Turb-O,15.6,0.11,3,51.08,0,0.15889114266396215,0.948076923076923,4.85134404,4.264196924949291
West,2025-05-08T00:00:00Z,L,H,22,16,Turbinaria,W-22.16-Turb-P,18.7,0.09,1.2,50.37,0,0.15180394826412527,0.7855614973262032,7.418283986363636,5.554875687542546
West,2025-05-08T00:00:00Z,L,H,22,17,Turbinaria,W-22.17-Turb-Q,18.8,0.11,1.56,44.4,0,0.14092526690391458,0.7473404255319149,5.67130196,4.843816620640569
West,2025-05-08T00:00:00Z,L,H,22,18,Amansia,W-22.18-Aman-A,8.5,0.04,3,33.48,0,0.2137404580152672,1.8341176470588234,41.05593347873501,36.868702290076335
West,2025-05-08T00:00:00Z,L,H,22,19,Amansia,W-22.19-Aman-B,7.6,0.005,2.46,45.9,0,0.1807228915662651,0.43157894736842106,13.855036144578314,38.01686746987952
West,2025-05-08T00:00:00Z,L,H,22,20,Caulepra,W-22.20-Caule-A,5.8,0.12,0.4,23.01,0,0.040145985401459854,0.47241379310344833,8.5335,6.228832116788321
JetSki,2025-05-10T00:00:00Z,H,H,27,1,Turbinaria,JS-27.01-Turb-A,20.6,0.16,3,55.2,0,0.14465753424657535,0.8859223300970873,5.217399993333333,4.2882739671232875
JetSki,2025-05-10T00:00:00Z,H,H,27,2,Turbinaria,JS-27.02-Turb-B,22.4,0.16,3.4,49.34,0,0.15781710914454278,0.9080357142857144,8.025158153846153,5.129157128810226
JetSki,2025-05-10T00:00:00Z,H,H,27,3,Turbinaria,JS-27.03-Turb-C,8.5,0.11,2.52,36.32,0,0.1276595744680851,0.16588235294117645,6.72300828,11.920227446808513
JetSki,2025-05-10T00:00:00Z,H,H,27,4,Turbinaria,JS-27.04-Turb-D,13.8,0.16,2.4,34.55,0,0.13777089783281735,0.4681159420289855,11.631223202,9.002494738390093
JetSki,2025-05-10T00:00:00Z,H,H,27,5,Turbinaria,JS-27.05-Turb-E,18.3,0.165,2.82,52.78,0,0.13078034682080925,0.7562841530054645,4.397665049411764,5.401756202312139
JetSki,2025-05-10T00:00:00Z,H,H,27,6,Turbinaria,JS-27.06-Turb-F,11.3,0.16,1.92,41.24,0,0.1750599520383693,0.36902654867256635,1.2084025075757576,9.562897541966427
JetSki,2025-05-10T00:00:00Z,H,H,27,7,Turbinaria,JS-27.07-Turb-G,13.4,0.165,2.32,44.44,0,0.131,0.7462686567164178,5.231499767142857,3.662049837
JetSki,2025-05-10T00:00:00Z,H,H,27,8,Turbinaria,JS-27.08-Turb-H,10,0.11,2.34,54.44,0,0.1657754010695187,0.374,21.74113016,11.626272812834225
JetSki,2025-05-10T00:00:00Z,H,H,27,9,Turbinaria,JS-27.09-Turb-I,13.1,0.22,2.4,74.76,0,0.13844714686623014,0.816030534351145,5.68899766,4.789614493919551
JetSki,2025-05-10T00:00:00Z,H,H,27,10,Turbinaria,JS-27.10-Turb-J,12.2,0.16,2.7,50.53,0,0.13320825515947465,0.8737704918032787,6.332179192857143,4.158091402439024
JetSki,2025-05-10T00:00:00Z,H,H,27,11,Turbinaria,JS-27.11-Turb-K,17.9,0.16,2.7,57.75,0,0.14100185528756953,0.9033519553072628,3.539993144,3.2838526382189235
JetSki,2025-05-10T00:00:00Z,H,H,27,12,Turbinaria,JS-27.12-Turb-L,14.1,0.165,2.4,66.85,0,0.14173228346456693,0.450354609929078,9.114807486,7.177013768503937
JetSki,2025-05-10T00:00:00Z,H,H,27,13,Turbinaria,JS-27.13-Turb-M,8.2,0.16,2.1,26.37,0,0.13271604938271603,0.39512195121951227,6.35180159,5.881297768518518
JetSki,2025-05-10T00:00:00Z,H,H,27,14,Turbinaria,JS-27.14-Turb-N,12.7,0.175,2.58,42.66,0,0.1319073083778966,0.441732283464567,17.64396974,12.580370581105168
JetSki,2025-05-10T00:00:00Z,H,H,27,15,Turbinaria,JS-27.15-Turb-O,18.5,0.2,3.1,57.04,0,0.14457108578284342,0.9010810810810812,4.261512256666666,3.834594112177564
JetSki,2025-05-10T00:00:00Z,H,H,27,16,Turbinaria,JS-27.16-Turb-P,13.3,0.115,2.52,61.36,0,0.13913043478260867,0.518796992481203,5.361302396,3.885001736231884
JetSki,2025-05-10T00:00:00Z,H,H,27,17,Turbinaria,JS-27.17-Turb-Q,11.6,0.11,2.82,49.5,0,0.14833333333333334,0.5172413793103449,9.10433551,7.586946258333334
JetSki,2025-05-10T00:00:00Z,H,H,27,18,Turbinaria,JS-27.18-Turb-R,13.1,0.16,2.5,47.98,0,0.13473684210526315,0.7251908396946565,10.928379111111111,10.353201263157894
JetSki,2025-05-10T00:00:00Z,H,H,27,19,Turbinaria,JS-27.19-Turb-S,19.4,0.185,3.1,72.29,0,0.14749430523917995,0.9051546391752577,4.580928287857143,3.6522207306378136
JetSki,2025-05-10T00:00:00Z,H,H,27,20,Turbinaria,JS-27.20-Turb-T,17.7,0.22,3.2,55.48,0,0.14708171206225681,0.7259887005649718,3.386156915,4.216226508949417
Hilton,2025-05-11T00:00:00Z,L,L,29,1,Padina,H-29.01-Pad-A,4.6,0.05,1.5,11.13,33.33333333333333,0.15463917525773185,0.22391304347826088,20.367807560137457,29.661855670103094
Hilton,2025-05-11T00:00:00Z,L,L,29,2,Padina,H-29.02-Pad-B,4.9,0.05,1.86,37.93,8.33333333333333,0.16666666666666663,0.1714285714285714,31.864000000000004,37.93333333333334
Hilton,2025-05-11T00:00:00Z,L,L,29,3,Padina,H-29.03-Pad-C,5.2,0.1,2.16,10.73,25.000000000000007,0.15384615384615397,0.11538461538461538,20.354999999999997,33.925
Hilton,2025-05-11T00:00:00Z,L,L,29,4,Padina,H-29.04-Pad-D,4.7,0.055,1.38,10.74,50,0.3035714285714286,0.13191489361702127,55.21874999999999,35.625
Hilton,2025-05-11T00:00:00Z,L,L,29,5,Padina,H-29.05-Pad-E,4.4,0.05,0.46,10.73,33.33333333333333,0.2105263157894739,0.09318181818181817,28.38171052631579,27.68947368421053
Hilton,2025-05-11T00:00:00Z,L,L,29,6,Padina,H-29.06-Pad-F,3.8,0.05,1.44,10.73,25,0.16279069767441823,0.14473684210526316,51.89697674418604,47.17906976744185
Hilton,2025-05-11T00:00:00Z,L,L,29,7,Padina,H-29.07-Pad-G,4.5,0.05,1,15.79,50,0.17241379310344807,0.06888888888888889,66.35603448275862,42.810344827586206
Hilton,2025-05-11T00:00:00Z,L,L,29,9,Padina,H-29.09-Pad-I,2.7,0.05,0.32,12.84,66.66666666666666,0.11111111111110873,0.04444444444444444,65.90666666666665,54.92222222222222
Hilton,2025-05-11T00:00:00Z,L,L,29,10,Padina,H-29.10-Pad-J,3,0.05,0.82,10.74,50,0.14285714285714296,0.03666666666666667,57.10571428571428,51.91428571428571
Hilton,2025-05-11T00:00:00Z,L,L,29,11,Padina,H-29.11-Pad-K,3.1,0.05,0.28,10.73,50,0.2500000000000002,0.04516129032258065,28.72916666666666,41.04166666666666
Hilton,2025-05-11T00:00:00Z,L,L,29,12,Padina,H-29.12-Pad-L,4.1,0.05,1.86,10.74,25.000000000000007,0.15492957746478872,0.1829268292682927,59.38943661971831,39.592957746478874
Hilton,2025-05-11T00:00:00Z,L,L,29,13,Amansia,H-29.13-Aman-A,2.8,0.005,2.7,39.79,0,0.08333333333333333,1.0714285714285714,32.3156,26.929666666666666
Hilton,2025-05-11T00:00:00Z,L,L,29,14,Turbinaria,H-29.14-Turb-A,4.6,0.1,2.16,33.38,0,0.14218009478672985,0.45869565217391306,5.62345085,3.9977138744075833
Hilton,2025-05-11T00:00:00Z,L,L,29,15,Turbinaria,H-29.15-Turb-B,3.4,0.1,0.4,30.34,0,0.14285714285714285,0.12352941176470589,2.798199123,6.6623788642857145
Hilton,2025-05-11T00:00:00Z,L,L,29,16,Turbinaria,H-29.16-Turb-C,5.6,0.05,2.04,36.84,0,0.16986301369863013,0.6517857142857143,7.605563103333334,6.251147756164384
Hilton,2025-05-11T00:00:00Z,L,L,29,17,Turbinaria,H-29.17-Turb-D,6.9,0.1,1.8,23.28,0,0.18333333333333335,0.2608695652173913,6.859580295,7.621755883333333
Hilton,2025-05-11T00:00:00Z,L,L,29,18,Turbinaria,H-29.18-Turb-E,6.4,0.135,1.62,47.03,0,0.1471861471861472,0.36093749999999997,7.710428305,6.675695502164502
Hilton,2025-05-11T00:00:00Z,L,L,29,19,Turbinaria,H-29.19-Turb-F,4.1,0.11,1.84,35.7,0,0.14634146341463417,0.5,5.594652915,5.4581979658536595
Hilton,2025-05-11T00:00:00Z,L,L,29,20,Turbinaria,H-29.20-Turb-G,6.7,0.11,1.86,24.68,0,0.14285714285714285,0.5432835820895523,16.548339305,9.092494123626373
